Log, Time, T0, T1, T2
3011,3014168,-19.73,-18.75,0.29
3012,3015168,-15.33,-8.98,0.29
3013,3016168,-20.70,5.66,-12.89
3014,3017168,-7.03,-8.98,-7.03
3015,3018168,-7.52,-8.01,-13.87
3016,3019168,-20.21,0.78,0.29
3017,3020168,-19.73,-10.94,-0.20
3018,3021168,-14.84,5.66,-13.87
3019,3022168,-20.70,5.66,-12.89
3020,3023168,-7.52,-8.98,-8.98
3021,3024168,-20.70,3.71,-0.20
3022,3025168,-20.70,-1.17,-0.20
3023,3026168,-8.01,-3.61,-14.36
3024,3027168,-16.80,6.15,-13.87
3025,3028168,-7.52,-9.47,-3.13
3026,3029168,-7.52,-8.98,-10.94
3027,3030168,-20.70,3.71,-18.75
3028,3031168,-20.70,-3.13,-0.20
3029,3032168,-10.94,5.66,-14.36
3030,3033168,-11.43,-9.96,-1.17
3031,3034168,-7.52,-9.47,-3.13
3032,3035168,-21.19,4.69,-4.59
3033,3036168,-21.19,2.73,-0.20
3034,3037168,-8.98,0.29,-14.84
3035,3038168,-10.94,5.66,-14.84
3036,3039168,-11.43,-9.47,-1.17
3037,3040168,-21.19,5.18,-11.43
3038,3041168,-21.19,4.20,-3.61
3039,3042168,-8.50,-6.05,-14.84
3040,3043168,-9.47,3.22,-15.33
3041,3044168,-19.24,-9.96,-2.15
3042,3045168,8.11,-10.45,-3.13
3043,3046168,-22.17,-10.45,-3.13
3044,3047168,-22.17,3.71,12.01
3045,3048168,-8.98,-5.57,-15.82
3046,3049168,-21.68,-26.56,-1.17
3047,3050168,-19.24,-10.45,-1.66
3048,3051168,-26.56,4.20,-15.33
3049,3052168,-22.17,3.71,-11.43
3050,3053168,-8.98,-9.96,-16.80
3051,3054168,-9.47,-5.57,-16.31
3052,3055168,-21.68,-18.75,-2.15
3053,3056168,-14.84,3.71,-16.31
3054,3057168,-22.66,3.71,-15.82
3055,3058168,-9.47,-11.43,-7.03
3056,3059168,-9.96,-10.45,-18.75
3057,3060168,-22.66,-1.17,-2.64
3058,3061168,-21.68,-18.75,-16.80
3059,3062168,-16.80,2.73,-17.29
3060,3063168,-23.14,2.25,-16.31
3061,3064168,-9.47,-11.43,-8.98
3062,3065168,-23.14,1.27,-2.64
3063,3066168,-22.66,-2.64,-3.13
3064,3067168,-11.91,4.20,-16.80
3065,3068168,-16.80,2.73,-16.80
3066,3069168,-9.47,-11.91,-5.08
3067,3070168,-9.96,-11.91,-9.96
3068,3071168,-23.14,0.78,-2.64
3069,3072168,-10.94,-5.57,-17.29
3070,3073168,-12.89,3.22,-17.29
3071,3074168,-15.33,-11.91,-3.61
3072,3075168,-10.45,-12.40,-5.57
3073,3076168,-23.63,1.76,-8.50
3074,3077168,-10.45,-12.40,-10.94
3075,3078168,-11.43,-5.57,-17.77
3076,3079168,-13.87,2.25,-17.77
3077,3080168,-15.33,-12.40,-4.59
3078,3081168,-23.63,1.76,-14.36
3079,3082168,-23.63,1.27,-7.52
3080,3083168,-10.94,-10.45,-17.29
3081,3084168,-10.94,-3.61,-17.77
3082,3085168,-20.21,-12.89,-3.61
3083,3086168,-11.43,-12.89,-4.59
3084,3087168,-24.12,1.76,-14.36
3085,3088168,-10.94,-12.40,-12.89
3086,3089168,-10.94,-9.47,-17.77
3087,3090168,-23.14,-14.84,-4.10
3088,3091168,-19.73,-12.89,-4.59
3089,3092168,-19.24,-13.87,-4.59
3090,3093168,-24.12,0.78,-13.38
3091,3094168,-11.43,-12.89,-14.84
3092,3095168,-11.91,-9.47,-18.26
3093,3096168,-23.14,-30.47,-4.59
3094,3097168,-16.80,1.76,-17.77
3095,3098168,-26.56,1.27,-17.29
3096,3099168,-11.43,-13.38,-8.01
3097,3100168,-11.43,-12.40,-18.75
3098,3101168,-24.61,-3.13,-4.10
3099,3102168,-23.14,-18.75,-4.10
3100,3103168,-17.77,1.76,-17.77
3101,3104168,-11.43,-13.38,-5.57
3102,3105168,-11.91,-13.38,-8.50
3103,3106168,-24.61,-0.68,8.11
3104,3107168,-24.61,-9.96,-17.77
3105,3108168,-13.87,12.01,-17.77
3106,3109168,-18.75,1.27,-17.77
3107,3110168,-11.43,-13.87,-5.08
3108,3111168,-11.91,-13.38,-8.98
3109,3112168,-25.10,-0.68,-3.61
3110,3113168,-12.89,-8.01,-18.26
3111,3114168,-14.84,4.20,-17.77
3112,3115168,-19.24,-13.38,-4.59
3113,3116168,-11.91,-13.38,-5.08
3114,3117168,-25.10,0.78,-9.47
3115,3118168,-25.10,-1.17,-3.61
3116,3119168,-13.38,-7.52,-18.26
3117,3120168,-22.17,-13.87,-4.10
3118,3121168,-19.24,-13.87,-5.08
3119,3122168,-25.59,-0.20,-16.31
3120,3123168,-25.59,-0.68,-11.43
3121,3124168,-12.89,-11.43,-18.75
3122,3125168,-13.38,-5.57,-18.26
3123,3126168,-22.17,-13.87,-4.59
3124,3127168,-15.33,-13.87,-5.08
3125,3128168,-25.59,0.78,-15.33
3126,3129168,-12.89,-13.38,-12.89
3127,3130168,-13.38,-11.43,-18.75
3128,3131168,-24.61,-10.94,-5.08
3129,3132168,-22.17,-14.36,-6.05
3130,3133168,-42.19,0.29,-18.26
3131,3134168,-26.56,-0.20,-15.82
3132,3135168,-13.87,-13.87,-14.84
3133,3136168,-26.56,-3.13,-6.05
3134,3137168,-25.10,-16.80,-6.05
3135,3138168,-18.75,-0.20,-19.24
3136,3139168,-34.38,-0.68,-19.24
3137,3140168,-13.87,-14.84,-8.98
3138,3141168,-14.36,-13.87,-18.75
3139,3142168,-26.56,-5.08,-6.54
3140,3143168,-25.10,-30.47,-6.05
3141,3144168,-18.75,-0.68,-19.73
3142,3145168,0.29,-15.33,-8.01
3143,3146168,-14.84,-15.33,-10.94
3144,3147168,-27.05,-2.64,8.11
3145,3148168,-27.05,-6.05,-7.03
3146,3149168,-16.80,12.01,-20.70
3147,3150168,-18.75,-1.17,-20.70
3148,3151168,-13.38,-15.82,-8.01
3149,3152168,-27.54,-2.15,-16.31
3150,3153168,-28.03,-2.64,-15.33
3151,3154168,-15.82,-11.43,-21.19
3152,3155168,-17.77,12.01,-21.19
3153,3156168,-21.19,-16.31,-8.01
3154,3157168,-15.33,-16.31,-8.98
3155,3158168,-27.54,-2.64,-15.33
3156,3159168,-27.54,-3.13,4.20
3157,3160168,-15.82,-11.43,-21.19
3158,3161168,-25.59,-18.75,-7.52
3159,3162168,-21.19,-16.31,-8.01
3160,3163168,-28.03,-2.15,-19.24
3161,3164168,-28.03,-2.64,-15.33
3162,3165168,-15.33,-14.36,-34.38
3163,3166168,-16.80,-11.43,-21.19
3164,3167168,-25.10,-16.80,-7.52
3165,3168168,-28.03,-2.64,-19.24
3166,3169168,-28.03,-2.64,-19.24
3167,3170168,-16.31,-15.82,-14.84
3168,3171168,-16.31,-14.36,-22.66
3169,3172168,-27.54,-10.94,-8.98
3170,3173168,-25.59,-16.80,-8.98
3171,3174168,-30.47,-2.64,-21.19
3172,3175168,-29.00,-3.13,-19.24
3173,3176168,-16.80,-16.31,-16.80
3174,3177168,-28.52,-5.57,-8.50
3175,3178168,-27.54,-10.94,-8.98
3176,3179168,-18.75,-2.64,-22.17
3177,3180168,-46.09,-3.13,-21.19
3178,3181168,-16.31,-17.29,-10.94
3179,3182168,-17.29,-16.31,-18.75
3180,3183168,-29.00,-7.03,-9.47
3181,3184168,-17.77,-7.52,-22.66
3182,3185168,-20.70,-3.13,-22.17
3183,3186168,0.29,-17.77,-10.94
3184,3187168,-16.80,-17.29,-12.89
3185,3188168,-29.49,-5.08,-11.43
3186,3189168,-29.00,-8.01,-9.47
3187,3190168,-18.75,-7.52,-22.66
3188,3191168,-22.66,-4.10,-22.66
3189,3192168,-3.61,-18.26,-10.94
3190,3193168,-29.98,-4.59,-19.24
3191,3194168,-29.49,-5.08,8.11
3192,3195168,-17.77,-14.36,-23.14
3193,3196168,-18.75,12.01,-22.66
3194,3197168,-24.12,-18.75,-9.47
3195,3198168,-34.38,-4.59,-21.68
3196,3199168,-29.98,-5.08,-19.24
3197,3200168,-17.29,-16.80,-42.19
3198,3201168,-17.77,-13.38,-23.14
3199,3202168,-27.54,-18.75,-10.45
3200,3203168,-23.14,-18.75,-9.96
3201,3204168,-29.98,-4.59,-21.19
3202,3205168,-29.98,-5.57,-19.24
3203,3206168,-17.77,-16.31,-34.38
3204,3207168,-18.75,-13.38,-23.14
3205,3208168,-27.54,-19.73,-10.45
3206,3209168,-26.56,-5.08,-22.17
3207,3210168,-29.98,-5.08,-21.19
3208,3211168,-17.77,-18.26,-15.82
3209,3212168,-18.75,-17.29,-26.56
3210,3213168,-29.00,-12.89,-11.91
3211,3214168,-27.05,-19.24,-10.94
3212,3215168,-26.56,-5.08,-23.14
3213,3216168,-17.77,-19.24,-12.40
3214,3217168,-18.26,-18.26,-16.80
3215,3218168,-29.98,-8.01,-9.96
3216,3219168,-29.00,-14.84,-10.45
3217,3220168,-21.68,-5.08,-23.63
3218,3221168,-34.38,-5.57,-22.66
3219,3222168,-18.26,-19.24,-13.38
3220,3223168,-18.26,-18.26,-17.77
3221,3224168,-29.98,-8.50,-10.45
3222,3225168,-19.73,-11.43,-24.12
3223,3226168,-22.66,-5.57,-23.63
3224,3227168,-19.24,-19.24,-23.63
3225,3228168,-18.26,-19.24,-13.87
3226,3229168,-30.96,-6.54,-15.33
3227,3230168,-29.98,-8.98,-11.43
3228,3231168,-20.21,-9.47,-24.12
3229,3232168,-27.05,-19.73,-11.91
3230,3233168,-3.61,-19.73,-12.89
3231,3234168,-31.45,-6.05,-20.21
3232,3235168,-30.96,-7.03,-11.43
3233,3236168,-19.73,-15.82,-24.61
3234,3237168,-20.70,-7.52,-24.12
3235,3238168,-27.05,-19.73,-10.94
3236,3239168,-19.24,-19.73,-11.91
3237,3240168,-30.96,-6.54,-20.21
3238,3241168,-19.24,-19.24,-30.47
3239,3242168,-19.73,-15.82,4.20
3240,3243168,-29.00,-34.38,-12.40
3241,3244168,-27.05,-20.21,-11.43
3242,3245168,-32.42,-6.05,-22.17
3243,3246168,-31.45,-6.54,-19.24
3244,3247168,-19.24,-19.24,-46.09
3245,3248168,-30.47,-10.94,-11.43
3246,3249168,-29.00,-20.70,-10.94
3247,3250168,-26.56,-6.05,-23.63
3248,3251168,-31.45,-6.54,-23.14
3249,3252168,-19.24,-19.24,-16.80
3250,3253168,-19.73,-17.77,-26.56
3251,3254168,-30.96,-10.94,-11.91
3252,3255168,-29.00,-20.21,-12.40
3253,3256168,-26.56,-6.54,-24.12
3254,3257168,-19.73,-6.54,-23.63
3255,3258168,-19.24,-19.24,-18.75
3256,3259168,-31.45,-8.98,-11.91
3257,3260168,-30.96,-14.84,-11.91
3258,3261168,-22.66,-6.54,-24.61
3259,3262168,-30.47,-6.54,-24.12
3260,3263168,-19.73,-20.21,-14.84
3261,3264168,-31.45,-7.03,-19.24
3262,3265168,-30.96,-9.96,-12.40
3263,3266168,-20.70,-11.43,-25.59
3264,3267168,-23.63,-6.54,-25.10
3265,3268168,-21.19,-20.21,-12.89
3266,3269168,-19.73,-20.21,-14.84
3267,3270168,-31.45,-7.52,-19.24
3268,3271168,-31.45,-9.96,-12.89
3269,3272168,-30.96,-10.94,-13.87
3270,3273168,-30.96,-14.84,-12.89
3271,3274168,-3.61,-20.21,-14.36
3272,3275168,-31.93,-7.03,-22.17
3273,3276168,-31.93,-8.01,-15.33
3274,3277168,-20.70,-17.29,-25.59
3275,3278168,-21.68,-11.43,-25.59
3276,3279168,-27.05,-20.70,-12.89
3277,3280168,-34.38,-7.03,-24.12
3278,3281168,-31.93,-7.52,-21.19
3279,3282168,-20.70,-19.24,-32.42
3280,3283168,-20.70,-16.31,-25.59
3281,3284168,-29.98,-38.28,-12.40
3282,3285168,-27.05,-20.70,-12.89
3283,3286168,-32.42,-7.03,-24.12
3284,3287168,-20.21,-20.70,-14.36
3285,3288168,-20.70,-19.24,-46.09
3286,3289168,-31.45,-12.40,-12.89
3287,3290168,-29.98,-34.38,-13.38
3288,3291168,-26.56,-7.03,-25.10
3289,3292168,-32.42,-7.03,-24.12
3290,3293168,-20.70,-20.21,-18.75
3291,3294168,-20.70,-19.24,-42.19
3292,3295168,-31.45,-12.89,-13.38
3293,3296168,-22.66,-3.61,-25.59
3294,3297168,-28.52,-7.03,-25.10
3295,3298168,-20.70,-20.70,-14.84
3296,3299168,-20.70,-20.21,-18.26
3297,3300168,-31.93,-9.47,-11.43
3298,3301168,-31.45,-13.87,-13.87
3299,3302168,-23.63,-7.52,-26.56
3300,3303168,-30.47,-7.52,-25.59
3301,3304168,-21.19,-20.70,-15.33
3302,3305168,-32.42,-8.01,-19.24
3303,3306168,-31.93,-9.96,-13.87
3304,3307168,-22.17,-15.33,-26.56
3305,3308168,-24.12,-7.52,-26.56
3306,3309168,-24.12,-21.19,-14.84
3307,3310168,-21.19,-21.19,-15.82
3308,3311168,-32.91,-8.50,-19.24
3309,3312168,-21.68,-19.24,-27.05
3310,3313168,-22.66,-13.38,-26.56
3311,3314168,-29.00,-21.68,-14.36
3312,3315168,-23.14,-21.68,-14.36
3313,3316168,-33.40,-8.50,-15.82
3314,3317168,-32.91,-8.98,-19.24
3315,3318168,-22.17,-19.24,-27.05
3316,3319168,-22.66,-11.43,-27.05
3317,3320168,-29.00,-21.68,-14.84
3318,3321168,-50.00,-8.01,-25.10
3319,3322168,-33.40,-8.50,-23.14
3320,3323168,-21.68,-20.21,-22.66
3321,3324168,-22.66,-19.24,-27.05
3322,3325168,-31.93,-42.19,-14.84
3323,3326168,-29.00,-21.68,-14.84
3324,3327168,-34.38,-8.50,-25.59
3325,3328168,-22.17,-21.19,-17.77
3326,3329168,-22.17,-20.21,-30.47
3327,3330168,-32.91,-12.89,-14.36
3328,3331168,-31.45,-16.31,-27.54
3329,3332168,-28.52,-9.47,-27.54
3330,3333168,-34.38,-9.47,-27.05
3331,3334168,-22.17,-21.19,-18.75
3332,3335168,-22.66,-20.21,-50.00
3333,3336168,-32.91,-13.87,-14.84
3334,3337168,-24.61,4.20,-27.54
3335,3338168,-28.52,-8.98,-27.05
3336,3339168,-22.66,-22.17,-16.80
3337,3340168,-23.14,-21.68,-18.75
3338,3341168,-33.89,-10.94,0.29
3339,3342168,-33.40,-14.84,-15.82
3340,3343168,-25.59,-3.61,-28.03
3341,3344168,-27.05,-22.66,-16.80
3342,3345168,-23.14,-22.66,-16.80
3343,3346168,-23.14,-22.17,-18.75
3344,3347168,-34.38,-11.91,-3.61
3345,3348168,-24.12,-19.24,-28.52
3346,3349168,-26.56,-9.96,-28.03
3347,3350168,-27.05,-23.14,-16.80
3348,3351168,-23.63,-23.14,-18.75
3349,3352168,-34.38,-10.94,-23.14
3350,3353168,-23.63,-20.70,-28.03
3351,3354168,-24.12,-19.24,-28.03
3352,3355168,-31.45,-23.14,-15.82
3353,3356168,-27.05,-23.14,-16.80
3354,3357168,-34.86,-10.45,-25.59
3355,3358168,-34.38,-10.94,-23.14
3356,3359168,-23.63,-20.21,-28.03
3357,3360168,-32.91,-18.75,-15.82
3358,3361168,-5.57,-23.14,-16.80
3359,3362168,-50.00,-10.45,-27.05
3360,3363168,-34.86,-10.45,-25.59
3361,3364168,-23.63,-22.17,-22.66
3362,3365168,-23.63,-19.24,-28.03
3363,3366168,-32.91,-25.59,-15.33
3364,3367168,-30.96,-23.14,-16.31
3365,3368168,-50.00,-9.96,-26.07
3366,3369168,-23.63,-22.66,-18.75
3367,3370168,-23.63,-21.68,-24.61
3368,3371168,-34.38,-13.87,-16.31
3369,3372168,-32.91,-42.19,-15.82
3370,3373168,-28.52,-9.96,-27.54
3371,3374168,-38.28,-10.45,-27.05
3372,3375168,-23.63,-22.66,-27.05
3373,3376168,-34.86,-10.94,-19.24
3374,3377168,-33.89,-14.84,-16.80
3375,3378168,-25.59,7.13,-28.52
3376,3379168,-29.49,-9.96,-28.03
3377,3380168,-23.14,-23.14,-17.77
3378,3381168,-23.63,-22.66,-18.75
3379,3382168,-34.86,-11.91,-19.24
3380,3383168,-34.86,-14.84,-16.80
3381,3384168,-26.56,-3.61,-29.00
3382,3385168,-29.00,-23.63,-17.29
3383,3386168,-24.12,-23.63,-18.75
3384,3387168,-35.35,-10.94,-25.10
3385,3388168,-34.86,-12.89,-3.61
3386,3389168,-25.10,-19.24,-29.00
3387,3390168,-26.56,-18.75,-16.80
3388,3391168,-29.00,-23.63,-17.29
3389,3392168,-35.35,-11.43,-28.03
3390,3393168,-35.35,-11.91,-25.10
3391,3394168,-24.61,-21.19,-30.47
3392,3395168,-25.10,-19.24,-29.49
3393,3396168,-32.91,-24.12,-17.29
3394,3397168,-27.05,-23.63,-17.77
3395,3398168,-35.84,-10.94,-27.05
3396,3399168,-35.84,-11.91,-23.63
3397,3400168,-24.61,-21.19,-30.47
3398,3401168,-34.86,-18.75,-17.77
3399,3402168,-32.91,-24.12,-17.77
3400,3403168,-34.38,-10.94,-29.00
3401,3404168,-35.84,-11.91,-27.05
3402,3405168,-35.84,-11.43,-27.05
3403,3406168,-25.59,-21.19,-29.98
3404,3407168,-34.86,-18.75,-17.29
3405,3408168,-28.52,-11.43,-29.49
3406,3409168,-50.00,-11.43,-28.52
3407,3410168,-24.61,-24.12,-18.75
3408,3411168,-25.10,-23.14,-26.56
3409,3412168,-35.35,-14.84,-17.29
3410,3413168,-34.86,-30.47,-17.29
3411,3414168,-29.49,-11.43,-29.00
3412,3415168,-50.00,-11.91,-28.03
3413,3416168,-25.10,-24.12,-20.70
3414,3417168,-36.33,-12.89,-21.19
3415,3418168,-35.84,-14.84,-17.77
3416,3419168,-26.56,-11.43,-17.77
3417,3420168,-30.47,-11.91,-29.49
3418,3421168,-19.24,-24.61,-18.75
3419,3422168,-25.10,-24.12,-21.68
3420,3423168,-36.33,-13.87,-20.21
3421,3424168,-26.07,-20.21,-29.98
3422,3425168,-27.54,4.20,-29.98
3423,3426168,-30.96,-25.10,-18.75
3424,3427168,-25.10,-24.61,-18.75
3425,3428168,-36.82,-12.40,-27.05
3426,3429168,-36.33,-13.87,-3.61
3427,3430168,-26.56,-20.21,-30.47
3428,3431168,-28.03,-3.61,-29.98
3429,3432168,-30.96,-25.10,-18.75
3430,3433168,-36.82,-11.91,-28.52
3431,3434168,-36.82,-24.61,-20.70
3432,3435168,-26.07,-23.14,-34.38
3433,3436168,-26.56,-19.24,-30.96
3434,3437168,-34.86,-25.59,-19.24
3435,3438168,-30.96,-25.59,-20.21
3436,3439168,-37.30,-12.89,-29.00
3437,3440168,-26.56,-24.61,-24.61
3438,3441168,-26.56,-23.14,-32.42
3439,3442168,-35.84,-18.75,-19.24
3440,3443168,-34.86,-25.59,-19.73
3441,3444168,-34.38,-12.89,-30.47
3442,3445168,-37.30,-12.89,-29.00
3443,3446168,-26.56,-24.61,-24.61
3444,3447168,-26.56,-23.14,-31.45
3445,3448168,-35.84,-18.75,-19.24
3446,3449168,-35.35,-46.09,-19.24
3447,3450168,-38.28,-12.40,-30.47
3448,3451168,-26.56,-25.10,-21.68
3449,3452168,-26.56,-24.61,-26.56
3450,3453168,-36.82,-15.82,-20.21
3451,3454168,-35.84,-26.56,-19.73
3452,3455168,-30.47,-12.89,-30.96
3453,3456168,-7.52,-25.59,-21.19
3454,3457168,-26.07,-25.10,-22.66
3455,3458168,-36.82,-13.87,-24.12
3456,3459168,-36.82,-16.80,-20.21
3457,3460168,-27.54,-19.24,-31.93
3458,3461168,-30.47,-12.89,-31.93
3459,3462168,-19.24,-26.07,-21.68
3460,3463168,-26.56,-25.59,-24.12
3461,3464168,-37.30,-14.84,-23.14
3462,3465168,-27.54,-22.17,-32.42
3463,3466168,-28.52,4.20,-31.93
3464,3467168,-32.91,-26.56,-20.70
3465,3468168,-27.05,-26.07,-21.68
3466,3469168,-37.79,-14.36,-29.00
3467,3470168,-37.79,-14.84,-23.14
3468,3471168,-27.54,-22.17,-32.42
3469,3472168,-35.84,-34.38,-20.70
3470,3473168,-32.91,-26.56,-20.70
3471,3474168,-37.79,-13.87,-30.96
3472,3475168,-37.79,-14.36,-28.03
3473,3476168,-27.05,-24.12,-50.00
3474,3477168,-28.03,-21.19,-31.93
3475,3478168,-35.35,-19.24,-31.93
3476,3479168,-31.93,-26.56,-20.70
3477,3480168,-37.79,-13.87,-29.98
3478,3481168,-26.56,-25.59,-24.61
3479,3482168,-27.05,-24.12,-34.38
3480,3483168,-36.82,-18.75,-20.70
3481,3484168,-34.86,-26.56,-19.73
3482,3485168,-34.38,-13.38,-30.96
3483,3486168,-37.79,-13.38,-29.98
3484,3487168,-27.05,-25.10,-26.56
3485,3488168,-37.30,-14.84,-19.24
3486,3489168,-36.82,-18.75,-20.21
3487,3490168,-29.49,-13.38,-31.45
3488,3491168,-38.28,-13.38,-30.96
3489,3492168,-27.05,-26.07,-22.66
3490,3493168,-37.79,-14.36,-28.03
3491,3494168,-37.30,-16.31,-20.21
3492,3495168,-36.82,-22.66,-20.21
3493,3496168,-30.47,-13.38,-31.45
3494,3497168,-27.05,-26.07,-20.70
3495,3498168,-27.05,-26.07,-22.66
3496,3499168,-37.79,-14.84,-27.05
3497,3500168,-37.30,-16.80,-19.73
3498,3501168,-28.52,-19.24,-31.93
3499,3502168,-30.47,-13.38,-31.45
3500,3503168,-9.47,-26.07,-21.19
3501,3504168,-38.28,-14.36,-29.00
3502,3505168,-37.79,-14.84,-25.10
3503,3506168,-27.54,-23.14,-32.42
3504,3507168,-29.00,-13.38,-20.21
3505,3508168,-34.86,-26.56,-20.70
3506,3509168,-19.24,-26.07,-20.70
3507,3510168,-38.28,-13.87,-29.00
3508,3511168,-37.79,-14.84,-23.14
3509,3512168,-28.52,-23.14,-32.91
3510,3513168,-36.82,-46.09,-21.19
3511,3514168,-34.86,-26.56,-20.70
3512,3515168,-38.28,-13.87,-30.96
3513,3516168,-38.28,-14.36,-28.03
3514,3517168,-27.54,-25.10,-50.00
3515,3518168,-28.03,-22.17,-31.93
3516,3519168,-36.33,-34.38,-20.21
3517,3520168,-34.38,-13.87,-31.45
3518,3521168,-32.42,-13.87,-31.93
3519,3522168,-27.54,-14.36,-30.96
3520,3523168,-28.03,-24.61,-34.38
3521,3524168,-37.79,-18.75,-20.70
3522,3525168,-36.82,-27.05,-20.70
3523,3526168,-34.38,-14.36,-31.93
3524,3527168,-38.77,-14.36,-30.96
3525,3528168,-28.52,-26.07,-25.59
3526,3529168,-38.77,-16.80,-19.24
3527,3530168,-37.79,-18.75,-20.21
3528,3531168,-30.47,-13.38,-31.93
3529,3532168,-34.38,-14.36,-31.93
3530,3533168,-28.52,-26.56,-22.66
3531,3534168,-28.52,-26.07,-26.56
3532,3535168,-38.77,-16.80,-19.24
3533,3536168,-29.49,-20.21,-32.42
3534,3537168,-50.00,-14.36,-31.45
3535,3538168,-30.96,-27.05,-21.68
3536,3539168,-28.03,-27.05,-23.63
3537,3540168,-39.26,-15.33,-27.05
3538,3541168,-38.77,-17.77,-21.68
3539,3542168,-29.49,-20.21,-33.40
3540,3543168,-32.42,-15.33,-33.40
3541,3544168,-27.05,-27.05,-21.68
3542,3545168,-39.26,-14.84,-29.98
3543,3546168,-39.26,-15.82,-27.05
3544,3547168,-29.00,-24.12,-32.91
3545,3548168,-30.47,-19.24,-32.91
3546,3549168,-35.84,-27.54,-21.68
3547,3550168,-11.43,-27.05,-22.66
3548,3551168,-39.75,-14.84,-22.17
3549,3552168,-29.00,-26.07,-30.47
3550,3553168,-29.49,-23.63,-32.91
3551,3554168,-37.79,-50.00,-21.68
3552,3555168,-35.35,-27.54,-22.17
3553,3556168,-42.19,-14.84,-31.93
3554,3557168,-39.75,-15.33,-29.98
3555,3558168,-29.49,-26.07,-42.19
3556,3559168,-29.98,-23.14,-33.40
3557,3560168,-37.79,-42.19,-21.68
3558,3561168,-34.38,-14.84,-32.91
3559,3562168,-39.75,-14.84,-31.93
3560,3563168,-29.49,-27.05,-24.61
3561,3564168,-29.49,-25.59,-50.00
3562,3565168,-38.77,-18.75,-21.19
3563,3566168,-29.98,-22.17,-32.91
3564,3567168,-34.38,-14.84,-32.42
3565,3568168,-29.49,-27.05,-23.14
3566,3569168,-29.49,-27.05,-25.59
3567,3570168,-39.26,-16.80,-3.61
3568,3571168,-38.77,-18.75,-22.17
3569,3572168,-31.93,-15.33,-33.40
3570,3573168,-34.38,-15.33,-32.91
3571,3574168,-29.49,-27.05,-23.63
3572,3575168,-29.98,-27.05,-26.56
3573,3576168,-39.75,-16.80,-19.24
3574,3577168,-30.47,-22.17,-33.40
3575,3578168,-32.42,-14.84,-33.40
3576,3579168,-34.86,-27.54,-22.66
3577,3580168,-29.49,-27.05,-24.12
3578,3581168,-40.23,-15.82,-29.00
3579,3582168,-39.75,-17.77,-21.19
3580,3583168,-30.47,-21.19,-33.40
3581,3584168,-37.30,-27.54,-22.17
3582,3585168,-30.96,-27.54,-22.66
3583,3586168,-40.23,-15.33,-30.96
3584,3587168,-40.23,-15.82,-29.00
3585,3588168,-30.47,-25.10,-33.89
3586,3589168,-31.45,-19.24,-33.89
3587,3590168,-36.82,-28.03,-22.66
3588,3591168,-11.43,-27.54,-23.14
3589,3592168,-40.72,-15.82,-31.45
3590,3593168,-30.47,-27.05,-30.47
3591,3594168,-30.47,-24.12,-34.38
3592,3595168,-38.77,-23.14,-33.89
3593,3596168,-36.82,-28.03,-22.66
3594,3597168,-50.00,-15.33,-32.42
3595,3598168,-40.72,-16.31,-30.96
3596,3599168,-30.47,-27.05,-32.42
3597,3600168,-40.23,-18.75,-22.66
3598,3601168,-39.26,-50.00,-23.63
3599,3602168,-34.38,-16.31,-33.89
3600,3603168,-42.19,-16.31,-33.40
3601,3604168,-30.47,-27.54,-25.59
3602,3605168,-30.96,-27.05,-50.00
3603,3606168,-39.75,-18.75,-22.66
3604,3607168,-38.77,-34.38,-22.66
3605,3608168,-34.38,-15.82,-33.40
3606,3609168,-29.98,-28.03,-24.12
3607,3610168,-40.72,-16.31,-32.91
3608,3611168,-40.72,-17.29,-23.14
3609,3612168,-39.75,-21.68,-22.66
3610,3613168,-32.91,-11.43,-34.38
3611,3614168,-37.30,-15.82,-33.89
3612,3615168,-30.96,-28.03,-24.61
3613,3616168,-41.21,-16.80,-30.96
3614,3617168,-40.72,-18.75,-19.24
3615,3618168,-31.93,-23.14,-34.86
3616,3619168,-33.40,-15.82,-34.86
3617,3620168,-34.86,-28.52,-24.12
3618,3621168,-31.45,-28.52,-25.59
3619,3622168,-41.21,-16.80,-30.96
3620,3623168,-40.72,-18.75,-19.24
3621,3624168,-32.42,-23.14,-34.86
3622,3625168,-38.77,-29.00,-23.63
3623,3626168,-34.86,-28.52,-24.12
3624,3627168,-41.70,-16.80,-32.91
3625,3628168,-41.21,-17.29,-29.00
3626,3629168,-31.45,-26.07,-34.86
3627,3630168,-32.42,-21.19,-34.86
3628,3631168,-38.77,-29.49,-24.61
3629,3632168,-50.00,-17.29,-34.86
3630,3633168,-41.70,-17.29,-32.91
3631,3634168,-31.45,-27.54,-29.49
3632,3635168,-31.93,-26.07,-34.86
3633,3636168,-39.75,-30.47,-23.63
3634,3637168,-38.77,-29.00,-24.12
3635,3638168,-50.00,-16.80,-33.89
3636,3639168,-41.70,-28.52,-26.07
3637,3640168,-31.93,-27.54,-32.42
3638,3641168,-41.21,-18.75,-24.61
3639,3642168,-40.72,-50.00,-24.61
3640,3643168,-34.38,-16.80,-34.86
3641,3644168,-42.19,-17.29,-33.89
3642,3645168,-32.42,-28.52,-26.56
3643,3646168,-31.93,-27.54,-44.14
3644,3647168,-41.70,-21.68,-24.61
3645,3648168,-33.89,0.29,-34.86
3646,3649168,-37.30,-17.29,-35.35
3647,3650168,-27.05,-29.49,-25.59
3648,3651168,-32.42,-29.00,-28.52
